project_id,project_name,project_type,implementing_agency,state,district,scenario,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,date_initiation,terrain_type,urban_rural,forest_involved,proximity_km_to_urban
SYN-00425,Synthetic Railway Project 00425,Railway,Irrigation Department,Uttar Pradesh,UTT-33,NORMAL,25.7205,23.0934,428,118,11,2023-04-18,Rolling,Urban,0,51.432
SYN-00426,Synthetic Railway Project 00426,Railway,NHAI,West Bengal,WES-18,NORMAL,12.3096,7.5772,127,85,18,2025-03-10,Rolling,Urban,0,18.787
SYN-00427,Synthetic Irrigation Project 00427,Irrigation,Railway,Jharkhand,JHA-21,COMPENSATION_DELAY,29.018,22.8969,371,149,44,2025-02-03,Hilly,Urban,0,17.419
SYN-00428,Synthetic Urban Infrastructure Project 00428,Urban Infrastructure,State PWD,Bihar,BIH-37,NORMAL,29.8383,26.5083,367,163,24,2022-11-18,Coastal,Urban,0,79.189
SYN-00429,Synthetic Industrial Corridor Project 00429,Industrial Corridor,Irrigation Department,Maharashtra,MAH-07,ADMINISTRATIVE_BOTTLENECK,16.6889,10.3558,100,68,5,2023-11-14,Plain,Rural,1,21.956
SYN-00430,Synthetic Transmission Project 00430,Transmission,Railway,Bihar,BIH-29,RECOVERY,16.2192,15.4839,193,95,18,2024-10-12,Rolling,Rural,0,48.67
SYN-00431,Synthetic National Highway Project 00431,National Highway,NHAI,Maharashtra,MAH-07,NORMAL,111.8118,104.9324,779,253,72,2022-08-18,Hilly,Rural,0,3.828
SYN-00432,Synthetic National Highway Project 00432,National Highway,NHAI,Assam,ASS-22,LEGAL_DELAY,5.0,3.7497,92,55,5,2025-08-01,Coastal,Urban,0,42.024
SYN-00433,Synthetic Irrigation Project 00433,Irrigation,State PWD,Bihar,BIH-39,ADMINISTRATIVE_BOTTLENECK,8.6998,8.4151,139,104,9,2022-05-26,Hilly,Rural,1,34.623
SYN-00434,Synthetic Industrial Corridor Project 00434,Industrial Corridor,NHAI,West Bengal,WES-38,COMPENSATION_DELAY,31.8551,26.7364,169,74,19,2025-11-29,Plain,Rural,0,37.882
SYN-00435,Synthetic Urban Infrastructure Project 00435,Urban Infrastructure,NHAI,Madhya Pradesh,MAD-14,ADMINISTRATIVE_BOTTLENECK,20.4503,13.99,199,145,26,2022-07-15,Hilly,Rural,0,11.535
SYN-00436,Synthetic National Highway Project 00436,National Highway,Railway,Maharashtra,MAH-29,NORMAL,13.7897,12.4787,241,56,5,2021-12-05,Rolling,Rural,0,78.398
SYN-00437,Synthetic Railway Project 00437,Railway,Power Utility,Uttar Pradesh,UTT-09,NORMAL,45.5898,30.7846,695,365,19,2024-03-05,Plain,Rural,0,20.138
SYN-00438,Synthetic Industrial Corridor Project 00438,Industrial Corridor,Railway,Madhya Pradesh,MAD-12,ADMINISTRATIVE_BOTTLENECK,25.1522,15.8834,367,239,31,2024-07-25,Plain,Semi-Urban,0,32.358
SYN-00439,Synthetic Industrial Corridor Project 00439,Industrial Corridor,State PWD,Bihar,BIH-17,LEGAL_DELAY,13.6587,11.8213,119,26,4,2022-07-21,Riverine,Urban,0,76.617
SYN-00440,Synthetic Urban Infrastructure Project 00440,Urban Infrastructure,Power Utility,Assam,ASS-18,NORMAL,11.7779,9.9555,137,98,5,2023-08-29,Riverine,Urban,0,29.678
SYN-00441,Synthetic Transmission Project 00441,Transmission,Power Utility,Maharashtra,MAH-24,NORMAL,16.5593,16.53,123,62,15,2020-07-23,Riverine,Semi-Urban,0,7.102
SYN-00442,Synthetic Industrial Corridor Project 00442,Industrial Corridor,Irrigation Department,Assam,ASS-29,MULTI_FACTOR_DELAY,28.8159,18.9885,238,51,7,2019-04-03,Plain,Urban,0,8.166
SYN-00443,Synthetic National Highway Project 00443,National Highway,Irrigation Department,Madhya Pradesh,MAD-21,COMPENSATION_DELAY,40.2486,30.6201,481,316,84,2020-05-07,Hilly,Urban,0,17.257
SYN-00444,Synthetic Industrial Corridor Project 00444,Industrial Corridor,Irrigation Department,Jharkhand,JHA-05,RNR_DELAY,6.7783,4.8332,37,27,6,2022-03-01,Rolling,Semi-Urban,0,18.64
SYN-00445,Synthetic Urban Infrastructure Project 00445,Urban Infrastructure,Power Utility,Odisha,ODI-32,MULTI_FACTOR_DELAY,40.0798,34.0208,255,60,12,2022-08-04,Riverine,Urban,1,75.259
SYN-00446,Synthetic Irrigation Project 00446,Irrigation,State PWD,Madhya Pradesh,MAD-08,RNR_DELAY,80.4548,65.0799,1040,351,24,2021-11-01,Coastal,Rural,0,59.193
SYN-00447,Synthetic Irrigation Project 00447,Irrigation,NHIDCL,Maharashtra,MAH-21,NORMAL,10.812,9.285,80,60,10,2025-10-01,Plain,Rural,0,22.722
SYN-00448,Synthetic Urban Infrastructure Project 00448,Urban Infrastructure,NHIDCL,Jharkhand,JHA-22,NORMAL,9.8621,6.4159,68,40,11,2022-10-05,Plain,Semi-Urban,0,40.856
SYN-00449,Synthetic Industrial Corridor Project 00449,Industrial Corridor,Irrigation Department,Odisha,ODI-16,NORMAL,22.6934,15.4052,411,122,15,2023-05-22,Hilly,Semi-Urban,0,66.79
SYN-00450,Synthetic Industrial Corridor Project 00450,Industrial Corridor,State PWD,Odisha,ODI-20,NORMAL,10.3063,9.1096,60,45,5,2023-06-05,Coastal,Rural,0,3.148
SYN-00451,Synthetic Railway Project 00451,Railway,NHIDCL,Odisha,ODI-13,DOCUMENTATION_DELAY,67.0213,60.3358,580,238,24,2019-10-09,Hilly,Rural,1,42.535
SYN-00452,Synthetic Industrial Corridor Project 00452,Industrial Corridor,Power Utility,Odisha,ODI-37,LEGAL_DELAY,26.3314,23.5429,430,117,35,2020-06-02,Riverine,Rural,0,25.738
SYN-00453,Synthetic Irrigation Project 00453,Irrigation,NHIDCL,Bihar,BIH-14,MULTI_FACTOR_DELAY,26.8403,16.619,156,32,4,2025-04-14,Coastal,Semi-Urban,0,24.872
SYN-00454,Synthetic Industrial Corridor Project 00454,Industrial Corridor,Power Utility,Bihar,BIH-21,RECOVERY,23.567,14.8616,119,35,4,2019-08-14,Plain,Rural,0,29.547
SYN-00455,Synthetic Transmission Project 00455,Transmission,NHAI,Assam,ASS-34,NORMAL,25.4753,15.5471,276,78,5,2023-12-10,Coastal,Urban,0,60.954
SYN-00456,Synthetic Irrigation Project 00456,Irrigation,NHIDCL,Madhya Pradesh,MAD-03,NORMAL,19.2003,12.8349,258,130,35,2022-01-19,Rolling,Semi-Urban,0,35.85
SYN-00457,Synthetic Railway Project 00457,Railway,State PWD,Jharkhand,JHA-33,COMPENSATION_DELAY,33.9467,22.5326,620,270,61,2022-12-24,Coastal,Rural,0,60.691
SYN-00458,Synthetic Urban Infrastructure Project 00458,Urban Infrastructure,State PWD,Odisha,ODI-29,DOCUMENTATION_DELAY,58.1779,51.483,1041,237,47,2024-02-05,Coastal,Semi-Urban,0,51.069
SYN-00459,Synthetic Transmission Project 00459,Transmission,NHAI,Uttar Pradesh,UTT-19,MULTI_FACTOR_DELAY,34.0319,21.0117,500,122,30,2019-11-24,Plain,Semi-Urban,0,30.456
SYN-00460,Synthetic Railway Project 00460,Railway,Irrigation Department,Jharkhand,JHA-28,NORMAL,13.2762,11.1242,132,36,6,2020-06-03,Coastal,Rural,1,41.506
SYN-00461,Synthetic Railway Project 00461,Railway,Irrigation Department,Odisha,ODI-24,DOCUMENTATION_DELAY,23.1748,20.9489,452,277,77,2023-07-15,Riverine,Rural,0,10.228
SYN-00462,Synthetic National Highway Project 00462,National Highway,Irrigation Department,Madhya Pradesh,MAD-04,COMPENSATION_DELAY,26.0817,25.9486,458,361,71,2019-08-19,Plain,Rural,1,16.861
SYN-00463,Synthetic National Highway Project 00463,National Highway,Irrigation Department,Assam,ASS-24,NORMAL,10.3829,7.7149,192,126,32,2025-01-17,Rolling,Rural,0,19.643
SYN-00464,Synthetic Transmission Project 00464,Transmission,NHAI,Assam,ASS-32,LEGAL_DELAY,37.9639,26.8918,266,107,22,2025-02-08,Riverine,Urban,0,27.14
SYN-00465,Synthetic Irrigation Project 00465,Irrigation,Irrigation Department,West Bengal,WES-38,LEGAL_DELAY,21.0499,13.6245,266,69,16,2019-04-01,Coastal,Rural,0,6.004
SYN-00466,Synthetic Irrigation Project 00466,Irrigation,NHAI,Odisha,ODI-31,NORMAL,82.5604,67.5577,1248,728,67,2019-03-10,Rolling,Rural,0,14.11
SYN-00467,Synthetic Urban Infrastructure Project 00467,Urban Infrastructure,NHAI,Jharkhand,JHA-08,DOCUMENTATION_DELAY,6.3743,6.0773,70,55,5,2020-02-20,Hilly,Rural,0,2.434
SYN-00468,Synthetic Railway Project 00468,Railway,State PWD,Assam,ASS-15,COMPENSATION_DELAY,20.1866,14.575,140,105,25,2019-06-09,Riverine,Rural,0,18.321
SYN-00469,Synthetic Industrial Corridor Project 00469,Industrial Corridor,NHIDCL,Maharashtra,MAH-39,NORMAL,15.5223,12.4694,285,103,30,2023-10-23,Rolling,Rural,0,32.093
SYN-00470,Synthetic Transmission Project 00470,Transmission,Power Utility,Bihar,BIH-15,LEGAL_DELAY,29.1354,27.7368,298,181,14,2019-05-12,Plain,Rural,0,65.48
SYN-00471,Synthetic Transmission Project 00471,Transmission,NHIDCL,Assam,ASS-01,NORMAL,10.8052,9.1619,71,47,12,2024-09-24,Riverine,Semi-Urban,0,41.0
SYN-00472,Synthetic Industrial Corridor Project 00472,Industrial Corridor,NHIDCL,Assam,ASS-21,ADMINISTRATIVE_BOTTLENECK,50.0839,38.1079,999,490,94,2020-03-19,Riverine,Urban,0,47.435
SYN-00473,Synthetic Railway Project 00473,Railway,Power Utility,Madhya Pradesh,MAD-37,NORMAL,51.0268,38.3543,450,142,14,2023-11-24,Plain,Semi-Urban,0,16.204
SYN-00474,Synthetic Irrigation Project 00474,Irrigation,NHIDCL,Assam,ASS-33,NORMAL,12.9084,11.3548,242,77,4,2019-02-19,Plain,Rural,0,7.983
SYN-00475,Synthetic National Highway Project 00475,National Highway,Railway,Uttar Pradesh,UTT-05,RNR_DELAY,30.7626,28.5876,569,362,30,2021-04-28,Hilly,Rural,0,15.234
SYN-00476,Synthetic Transmission Project 00476,Transmission,Irrigation Department,Maharashtra,MAH-27,NORMAL,14.9935,11.504,274,95,14,2021-03-22,Hilly,Rural,0,29.136
SYN-00477,Synthetic Industrial Corridor Project 00477,Industrial Corridor,NHAI,Jharkhand,JHA-24,NORMAL,15.0164,9.9833,129,33,9,2024-10-21,Plain,Rural,1,62.035
SYN-00478,Synthetic Transmission Project 00478,Transmission,NHIDCL,Jharkhand,JHA-07,NORMAL,46.186,39.5675,830,378,51,2022-03-22,Plain,Rural,1,57.18
SYN-00479,Synthetic Railway Project 00479,Railway,State PWD,Uttar Pradesh,UTT-25,COMPENSATION_DELAY,47.0026,39.5028,592,299,44,2020-09-19,Coastal,Semi-Urban,0,9.358
SYN-00480,Synthetic National Highway Project 00480,National Highway,Power Utility,West Bengal,WES-15,LEGAL_DELAY,5.0,4.755,53,30,5,2019-09-04,Coastal,Semi-Urban,0,77.003
SYN-00481,Synthetic Industrial Corridor Project 00481,Industrial Corridor,NHIDCL,Bihar,BIH-37,RECOVERY,36.9041,30.465,325,248,15,2022-01-01,Hilly,Rural,0,3.214
SYN-00482,Synthetic Railway Project 00482,Railway,NHAI,West Bengal,WES-17,NORMAL,8.6986,7.5681,156,68,12,2019-06-24,Riverine,Urban,0,53.24
SYN-00483,Synthetic Industrial Corridor Project 00483,Industrial Corridor,Power Utility,Assam,ASS-28,NORMAL,21.5481,19.1852,324,132,19,2021-03-17,Coastal,Rural,1,52.691
SYN-00484,Synthetic Irrigation Project 00484,Irrigation,Railway,Bihar,BIH-25,MULTI_FACTOR_DELAY,26.2392,20.7961,287,118,14,2021-08-09,Hilly,Rural,0,20.51
SYN-00485,Synthetic Transmission Project 00485,Transmission,Power Utility,Madhya Pradesh,MAD-02,ADMINISTRATIVE_BOTTLENECK,12.3926,7.5879,183,143,22,2019-12-05,Hilly,Urban,0,79.188
SYN-00486,Synthetic Industrial Corridor Project 00486,Industrial Corridor,NHIDCL,Assam,ASS-19,COMPENSATION_DELAY,89.9966,68.4674,1562,805,156,2024-10-19,Riverine,Rural,0,58.579
SYN-00487,Synthetic National Highway Project 00487,National Highway,State PWD,Odisha,ODI-10,MULTI_FACTOR_DELAY,27.3864,22.5857,362,153,41,2022-03-31,Hilly,Semi-Urban,1,6.565
SYN-00488,Synthetic Industrial Corridor Project 00488,Industrial Corridor,State PWD,West Bengal,WES-17,LEGAL_DELAY,46.9523,42.1243,688,194,19,2021-07-29,Hilly,Urban,0,60.043
SYN-00489,Synthetic National Highway Project 00489,National Highway,Railway,West Bengal,WES-16,LEGAL_DELAY,5.0,4.6387,48,36,10,2025-06-19,Hilly,Semi-Urban,0,36.083
SYN-00490,Synthetic Industrial Corridor Project 00490,Industrial Corridor,NHIDCL,Odisha,ODI-22,DOCUMENTATION_DELAY,129.3812,105.5791,1490,732,97,2019-03-24,Riverine,Semi-Urban,0,31.737
SYN-00491,Synthetic National Highway Project 00491,National Highway,State PWD,Odisha,ODI-03,NORMAL,9.553,7.6732,150,35,9,2022-07-25,Coastal,Rural,0,28.023
SYN-00492,Synthetic Industrial Corridor Project 00492,Industrial Corridor,Railway,Madhya Pradesh,MAD-39,NORMAL,53.0013,48.609,336,239,49,2023-12-20,Coastal,Rural,0,18.192
SYN-00493,Synthetic Transmission Project 00493,Transmission,Railway,Bihar,BIH-09,MULTI_FACTOR_DELAY,43.9259,27.0598,260,104,16,2019-07-30,Coastal,Rural,0,52.86
SYN-00494,Synthetic Railway Project 00494,Railway,Power Utility,Madhya Pradesh,MAD-39,MULTI_FACTOR_DELAY,12.6628,11.2852,216,91,13,2023-01-24,Rolling,Semi-Urban,1,55.37
SYN-00495,Synthetic Industrial Corridor Project 00495,Industrial Corridor,State PWD,Assam,ASS-37,NORMAL,10.5966,9.1772,154,61,12,2021-10-27,Plain,Rural,0,57.09
SYN-00496,Synthetic Irrigation Project 00496,Irrigation,State PWD,Odisha,ODI-08,NORMAL,41.0674,39.615,644,220,21,2024-04-02,Plain,Semi-Urban,0,27.186
SYN-00497,Synthetic Irrigation Project 00497,Irrigation,NHIDCL,Uttar Pradesh,UTT-38,NORMAL,8.0951,5.5228,50,13,2,2022-07-14,Riverine,Urban,0,39.442
SYN-00498,Synthetic Transmission Project 00498,Transmission,NHIDCL,Maharashtra,MAH-23,DOCUMENTATION_DELAY,9.0771,8.5557,48,16,4,2020-10-17,Riverine,Semi-Urban,1,70.4
SYN-00499,Synthetic Transmission Project 00499,Transmission,Power Utility,Maharashtra,MAH-25,NORMAL,86.4735,66.097,1653,557,90,2022-05-18,Plain,Urban,0,54.327
SYN-00500,Synthetic Industrial Corridor Project 00500,Industrial Corridor,NHIDCL,Bihar,BIH-33,NORMAL,15.4016,13.1307,159,70,20,2019-07-02,Coastal,Rural,0,63.156
SYN-00501,Synthetic Irrigation Project 00501,Irrigation,NHIDCL,Odisha,ODI-08,RECOVERY,14.8598,9.2348,252,102,25,2024-08-21,Hilly,Semi-Urban,0,6.491
SYN-00502,Synthetic Irrigation Project 00502,Irrigation,State PWD,Odisha,ODI-15,NORMAL,23.9463,19.5195,465,288,46,2022-11-16,Plain,Rural,0,41.939
SYN-00503,Synthetic Transmission Project 00503,Transmission,State PWD,Jharkhand,JHA-02,NORMAL,13.1743,9.9932,238,157,10,2025-06-11,Rolling,Semi-Urban,0,71.014
SYN-00504,Synthetic National Highway Project 00504,National Highway,Railway,Uttar Pradesh,UTT-28,MULTI_FACTOR_DELAY,27.6747,25.9876,215,89,10,2025-02-05,Rolling,Rural,0,10.839
SYN-00505,Synthetic Transmission Project 00505,Transmission,Power Utility,Odisha,ODI-37,NORMAL,20.1094,14.6987,343,226,64,2019-03-17,Hilly,Semi-Urban,0,26.219
SYN-00506,Synthetic Transmission Project 00506,Transmission,Railway,Bihar,BIH-01,NORMAL,26.671,21.072,408,172,9,2022-11-09,Hilly,Rural,0,66.792
SYN-00507,Synthetic Railway Project 00507,Railway,Power Utility,Madhya Pradesh,MAD-26,ADMINISTRATIVE_BOTTLENECK,15.8893,10.7003,306,149,31,2021-05-19,Riverine,Rural,0,17.508
SYN-00508,Synthetic National Highway Project 00508,National Highway,Power Utility,Madhya Pradesh,MAD-21,NORMAL,38.2245,27.5807,628,326,92,2020-08-14,Plain,Rural,0,68.984
SYN-00509,Synthetic Transmission Project 00509,Transmission,Railway,Madhya Pradesh,MAD-34,NORMAL,16.7048,12.721,163,67,11,2021-08-08,Hilly,Rural,0,65.815
SYN-00510,Synthetic Urban Infrastructure Project 00510,Urban Infrastructure,NHAI,West Bengal,WES-10,NORMAL,5.0,4.8046,41,28,5,2021-09-27,Rolling,Rural,0,18.663
SYN-00511,Synthetic National Highway Project 00511,National Highway,State PWD,Madhya Pradesh,MAD-17,LEGAL_DELAY,31.9021,22.2028,326,144,27,2022-10-18,Plain,Urban,0,6.198
SYN-00512,Synthetic Urban Infrastructure Project 00512,Urban Infrastructure,Irrigation Department,Maharashtra,MAH-02,ADMINISTRATIVE_BOTTLENECK,15.1416,12.5232,220,52,6,2023-12-26,Rolling,Rural,0,68.909
SYN-00513,Synthetic Urban Infrastructure Project 00513,Urban Infrastructure,Power Utility,Bihar,BIH-02,ADMINISTRATIVE_BOTTLENECK,6.6892,6.21,64,46,4,2024-02-28,Hilly,Urban,0,5.738
SYN-00514,Synthetic Irrigation Project 00514,Irrigation,NHIDCL,Uttar Pradesh,UTT-33,NORMAL,51.9102,45.706,443,289,53,2021-10-31,Coastal,Rural,0,63.37
SYN-00515,Synthetic Transmission Project 00515,Transmission,Power Utility,Maharashtra,MAH-37,ADMINISTRATIVE_BOTTLENECK,15.0383,11.1792,232,97,15,2019-10-06,Hilly,Urban,0,40.348
SYN-00516,Synthetic Railway Project 00516,Railway,Irrigation Department,Uttar Pradesh,UTT-22,ADMINISTRATIVE_BOTTLENECK,5.0,3.4985,94,32,8,2022-02-12,Coastal,Semi-Urban,0,20.126
SYN-00517,Synthetic Urban Infrastructure Project 00517,Urban Infrastructure,NHAI,Assam,ASS-32,LEGAL_DELAY,40.0854,37.8726,550,261,67,2020-01-22,Rolling,Rural,0,41.46
SYN-00518,Synthetic Urban Infrastructure Project 00518,Urban Infrastructure,NHIDCL,Uttar Pradesh,UTT-16,MULTI_FACTOR_DELAY,19.6142,18.7566,304,166,33,2024-05-11,Riverine,Semi-Urban,0,39.008
SYN-00519,Synthetic Transmission Project 00519,Transmission,Irrigation Department,Uttar Pradesh,UTT-14,NORMAL,10.4424,9.8035,131,48,11,2019-05-15,Plain,Urban,0,66.688
SYN-00520,Synthetic Railway Project 00520,Railway,NHAI,West Bengal,WES-01,NORMAL,79.679,55.0734,1559,676,126,2025-06-13,Hilly,Rural,1,17.435
SYN-00521,Synthetic Railway Project 00521,Railway,Railway,Jharkhand,JHA-12,NORMAL,29.6203,25.2164,215,81,21,2020-09-25,Coastal,Semi-Urban,1,24.3
SYN-00522,Synthetic National Highway Project 00522,National Highway,Power Utility,Bihar,BIH-31,MULTI_FACTOR_DELAY,54.932,47.3418,722,244,28,2025-06-26,Hilly,Urban,0,0.866
SYN-00523,Synthetic Transmission Project 00523,Transmission,Power Utility,Maharashtra,MAH-31,LEGAL_DELAY,25.9178,23.0907,170,73,18,2021-07-13,Rolling,Urban,0,63.756
SYN-00524,Synthetic National Highway Project 00524,National Highway,Irrigation Department,Assam,ASS-11,NORMAL,8.9126,8.7627,102,30,8,2021-09-17,Coastal,Semi-Urban,0,29.051
SYN-00525,Synthetic Urban Infrastructure Project 00525,Urban Infrastructure,NHAI,Madhya Pradesh,MAD-35,RNR_DELAY,17.8296,12.4339,218,144,33,2019-05-22,Rolling,Rural,0,32.258
SYN-00526,Synthetic Industrial Corridor Project 00526,Industrial Corridor,Railway,Assam,ASS-28,COMPENSATION_DELAY,45.1045,37.6845,720,492,38,2022-07-02,Rolling,Urban,0,52.33
SYN-00527,Synthetic Industrial Corridor Project 00527,Industrial Corridor,Irrigation Department,Maharashtra,MAH-07,NORMAL,16.9862,10.5393,230,138,19,2020-10-03,Hilly,Urban,0,34.968
SYN-00528,Synthetic Irrigation Project 00528,Irrigation,Railway,Jharkhand,JHA-37,NORMAL,20.757,12.6984,156,101,28,2020-11-03,Rolling,Rural,0,19.604
SYN-00529,Synthetic Railway Project 00529,Railway,Power Utility,Bihar,BIH-19,DOCUMENTATION_DELAY,25.7815,23.4342,132,62,18,2023-03-28,Coastal,Rural,1,7.105
SYN-00530,Synthetic Urban Infrastructure Project 00530,Urban Infrastructure,Railway,Jharkhand,JHA-31,ADMINISTRATIVE_BOTTLENECK,34.4377,25.6572,390,238,16,2023-06-02,Hilly,Urban,0,36.798
SYN-00531,Synthetic National Highway Project 00531,National Highway,Power Utility,Maharashtra,MAH-20,RNR_DELAY,12.5503,10.8441,141,86,12,2020-01-03,Riverine,Rural,0,49.446
SYN-00532,Synthetic Railway Project 00532,Railway,State PWD,Bihar,BIH-35,NORMAL,28.3205,18.9001,448,194,35,2022-11-18,Coastal,Rural,0,7.356
SYN-00533,Synthetic Transmission Project 00533,Transmission,Power Utility,West Bengal,WES-14,LEGAL_DELAY,58.5736,42.6414,405,260,26,2022-07-25,Coastal,Rural,0,8.107
SYN-00534,Synthetic Irrigation Project 00534,Irrigation,NHIDCL,Uttar Pradesh,UTT-17,ADMINISTRATIVE_BOTTLENECK,107.2875,85.6625,2129,1674,256,2024-02-01,Coastal,Urban,0,7.938
SYN-00535,Synthetic Urban Infrastructure Project 00535,Urban Infrastructure,State PWD,Madhya Pradesh,MAD-33,ADMINISTRATIVE_BOTTLENECK,33.8917,32.1966,331,80,21,2020-02-05,Rolling,Urban,0,18.952
SYN-00536,Synthetic Irrigation Project 00536,Irrigation,State PWD,West Bengal,WES-23,NORMAL,64.5314,48.1643,631,173,47,2024-02-17,Hilly,Urban,0,60.876
SYN-00537,Synthetic Irrigation Project 00537,Irrigation,NHIDCL,Bihar,BIH-01,LEGAL_DELAY,25.8866,16.2436,142,90,8,2023-09-06,Coastal,Rural,1,60.248
SYN-00538,Synthetic Railway Project 00538,Railway,NHAI,Madhya Pradesh,MAD-35,ADMINISTRATIVE_BOTTLENECK,10.6706,9.9897,160,46,4,2020-07-14,Riverine,Rural,0,4.747
SYN-00539,Synthetic Industrial Corridor Project 00539,Industrial Corridor,NHAI,Bihar,BIH-06,COMPENSATION_DELAY,7.1114,4.436,94,29,4,2021-12-12,Coastal,Urban,0,1.478
SYN-00540,Synthetic Industrial Corridor Project 00540,Industrial Corridor,Power Utility,Bihar,BIH-21,NORMAL,68.9132,66.7455,1288,909,184,2019-08-29,Rolling,Rural,0,67.573
SYN-00541,Synthetic Irrigation Project 00541,Irrigation,NHIDCL,Jharkhand,JHA-31,NORMAL,43.1354,41.4429,255,93,18,2019-04-24,Coastal,Urban,0,15.613
SYN-00542,Synthetic National Highway Project 00542,National Highway,Power Utility,Assam,ASS-13,LEGAL_DELAY,30.7216,19.7294,573,130,17,2019-03-23,Plain,Urban,0,79.101
SYN-00543,Synthetic Urban Infrastructure Project 00543,Urban Infrastructure,NHIDCL,Assam,ASS-31,NORMAL,143.7292,140.3363,1540,412,72,2022-12-13,Coastal,Rural,0,11.021
SYN-00544,Synthetic Irrigation Project 00544,Irrigation,Power Utility,Bihar,BIH-26,NORMAL,18.075,11.1442,274,66,8,2021-09-27,Coastal,Rural,0,41.331
SYN-00545,Synthetic Railway Project 00545,Railway,NHAI,Assam,ASS-13,RNR_DELAY,71.864,67.1192,1313,329,85,2024-07-18,Rolling,Urban,0,46.298
SYN-00546,Synthetic Transmission Project 00546,Transmission,State PWD,Jharkhand,JHA-27,NORMAL,21.7937,14.6107,318,191,56,2019-04-19,Rolling,Rural,0,19.613
SYN-00547,Synthetic Urban Infrastructure Project 00547,Urban Infrastructure,Railway,West Bengal,WES-26,NORMAL,39.6571,27.2255,368,127,30,2024-10-11,Hilly,Rural,0,65.466
SYN-00548,Synthetic National Highway Project 00548,National Highway,Power Utility,West Bengal,WES-37,NORMAL,32.4562,22.7892,608,292,86,2020-08-23,Hilly,Rural,1,30.798
SYN-00549,Synthetic Transmission Project 00549,Transmission,Railway,Assam,ASS-27,RECOVERY,54.0789,34.5777,488,343,34,2022-08-13,Rolling,Semi-Urban,0,67.638
SYN-00550,Synthetic Railway Project 00550,Railway,NHAI,Maharashtra,MAH-35,NORMAL,10.8315,7.4697,115,41,11,2019-04-06,Rolling,Urban,0,41.517
SYN-00551,Synthetic Irrigation Project 00551,Irrigation,Power Utility,Odisha,ODI-29,NORMAL,56.8046,56.4225,972,520,33,2023-08-12,Rolling,Semi-Urban,0,6.378
SYN-00552,Synthetic National Highway Project 00552,National Highway,Railway,Uttar Pradesh,UTT-32,RECOVERY,6.1125,5.2641,106,49,12,2024-01-15,Coastal,Semi-Urban,0,43.545
SYN-00553,Synthetic Transmission Project 00553,Transmission,NHIDCL,Jharkhand,JHA-34,ADMINISTRATIVE_BOTTLENECK,19.1084,18.5661,363,112,26,2025-09-08,Riverine,Semi-Urban,0,28.03
SYN-00554,Synthetic Transmission Project 00554,Transmission,NHIDCL,Assam,ASS-32,NORMAL,113.5848,84.9926,1592,434,29,2022-06-26,Hilly,Rural,0,40.401
SYN-00555,Synthetic Railway Project 00555,Railway,Railway,Maharashtra,MAH-36,MULTI_FACTOR_DELAY,16.4698,13.4052,234,155,22,2021-05-17,Coastal,Rural,0,33.924
SYN-00556,Synthetic National Highway Project 00556,National Highway,Railway,Assam,ASS-27,NORMAL,24.2346,17.3773,399,190,29,2024-04-07,Plain,Rural,0,71.281
SYN-00557,Synthetic Irrigation Project 00557,Irrigation,Irrigation Department,Uttar Pradesh,UTT-10,DOCUMENTATION_DELAY,9.2383,8.9322,182,145,31,2025-05-21,Coastal,Rural,0,25.659
SYN-00558,Synthetic Urban Infrastructure Project 00558,Urban Infrastructure,Railway,Madhya Pradesh,MAD-30,LEGAL_DELAY,35.9301,28.1982,287,72,8,2025-11-03,Coastal,Semi-Urban,0,17.532
SYN-00559,Synthetic Railway Project 00559,Railway,State PWD,West Bengal,WES-14,NORMAL,33.756,29.9374,300,201,15,2023-08-07,Rolling,Semi-Urban,0,8.034
SYN-00560,Synthetic Urban Infrastructure Project 00560,Urban Infrastructure,NHIDCL,Odisha,ODI-03,LEGAL_DELAY,48.234,35.0026,753,408,84,2020-09-19,Hilly,Semi-Urban,0,22.627
SYN-00561,Synthetic Railway Project 00561,Railway,Irrigation Department,Bihar,BIH-20,NORMAL,82.3552,53.8343,498,199,54,2023-01-27,Riverine,Rural,0,57.083
SYN-00562,Synthetic Irrigation Project 00562,Irrigation,Irrigation Department,Odisha,ODI-08,NORMAL,8.3694,6.2022,88,34,7,2022-04-30,Coastal,Semi-Urban,0,54.328
SYN-00563,Synthetic Transmission Project 00563,Transmission,State PWD,Maharashtra,MAH-17,NORMAL,16.0701,9.9121,315,85,16,2019-08-29,Rolling,Rural,0,53.455
SYN-00564,Synthetic Industrial Corridor Project 00564,Industrial Corridor,Irrigation Department,Maharashtra,MAH-35,NORMAL,26.3341,19.0971,413,187,26,2024-04-26,Rolling,Semi-Urban,0,56.483
SYN-00565,Synthetic Urban Infrastructure Project 00565,Urban Infrastructure,State PWD,Bihar,BIH-24,NORMAL,20.1559,18.0181,372,225,41,2023-01-09,Plain,Semi-Urban,0,52.392
SYN-00566,Synthetic Railway Project 00566,Railway,NHAI,Uttar Pradesh,UTT-36,NORMAL,50.9062,50.4831,446,276,32,2025-09-13,Plain,Urban,0,2.705
SYN-00567,Synthetic National Highway Project 00567,National Highway,State PWD,Uttar Pradesh,UTT-39,NORMAL,41.4831,32.9356,298,77,7,2023-07-13,Plain,Urban,1,67.684
