project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00757,ADMINISTRATIVE_BOTTLENECK,15,2019-06-01,2020-07-25,3D,1,184,236.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00758,ADMINISTRATIVE_BOTTLENECK,11,2025-11-09,2026-09-05,3D,1,94,206.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00759,MULTI_FACTOR_DELAY,9,2024-06-04,2025-01-30,3A,1,96,144.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00760,NORMAL,8,2022-11-11,2023-06-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00761,ADMINISTRATIVE_BOTTLENECK,14,2022-09-11,2023-10-06,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00762,COMPENSATION_DELAY,13,2021-04-01,2022-03-27,3D,1,185,175.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00763,NORMAL,14,2020-01-14,2021-02-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00764,LEGAL_DELAY,8,2023-02-07,2023-09-05,3D,1,87,123.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00765,ADMINISTRATIVE_BOTTLENECK,8,2022-07-21,2023-02-16,3D,1,41,169.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00766,NORMAL,13,2023-05-31,2024-05-25,3D,1,95,265.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00767,NORMAL,9,2020-11-07,2021-07-05,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00768,MULTI_FACTOR_DELAY,9,2021-11-06,2022-07-04,3A,1,67,173.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00769,RECOVERY,12,2020-04-23,2021-03-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00770,RECOVERY,13,2023-08-06,2024-07-31,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00771,NORMAL,9,2022-12-27,2023-08-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00772,NORMAL,15,2021-04-18,2022-06-12,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00773,COMPENSATION_DELAY,10,2019-12-30,2020-09-25,3D,1,114,156.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00774,NORMAL,9,2022-07-28,2023-03-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00775,ADMINISTRATIVE_BOTTLENECK,14,2023-07-09,2024-08-02,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00776,RNR_DELAY,14,2024-12-25,2026-01-19,3D,1,74,316.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00777,NORMAL,13,2022-03-01,2023-02-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00778,DOCUMENTATION_DELAY,10,2020-03-03,2020-11-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00779,DOCUMENTATION_DELAY,13,2023-11-14,2024-11-08,3D,1,115,245.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00780,MULTI_FACTOR_DELAY,10,2025-03-22,2025-12-17,3A,1,186,84.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00781,COMPENSATION_DELAY,8,2022-06-12,2023-01-08,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00782,NORMAL,13,2019-08-22,2020-08-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00783,LEGAL_DELAY,13,2022-12-13,2023-12-08,3D,1,167,193.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00784,COMPENSATION_DELAY,8,2025-07-15,2026-02-10,3D,1,69,141.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00785,NORMAL,12,2020-09-15,2021-08-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00786,ADMINISTRATIVE_BOTTLENECK,14,2021-09-15,2022-10-10,3D,1,217,173.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00787,MULTI_FACTOR_DELAY,9,2023-03-10,2023-11-05,3A,1,110,130.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00788,MULTI_FACTOR_DELAY,10,2023-03-07,2023-12-02,3A,1,94,176.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00789,NORMAL,10,2020-10-29,2021-07-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00790,RNR_DELAY,12,2020-09-14,2021-08-10,3D,1,193,137.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00791,NORMAL,15,2021-10-02,2022-11-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00792,RECOVERY,15,2024-09-16,2025-11-10,3D,1,174,246.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00793,COMPENSATION_DELAY,15,2021-03-25,2022-05-19,3D,1,288,132.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00794,NORMAL,15,2022-05-30,2023-07-24,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00795,RECOVERY,12,2021-07-06,2022-06-01,3D,1,174,156.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00796,RECOVERY,13,2022-04-16,2023-04-11,3D,1,81,279.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00797,RECOVERY,12,2022-09-05,2023-08-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00798,NORMAL,11,2022-07-12,2023-05-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00799,NORMAL,11,2024-01-07,2024-11-02,3D,1,189,111.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00800,RNR_DELAY,11,2022-09-28,2023-07-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00801,ADMINISTRATIVE_BOTTLENECK,11,2023-12-25,2024-10-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00802,NORMAL,8,2020-02-01,2020-08-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00803,MULTI_FACTOR_DELAY,12,2022-09-16,2023-08-12,3A,1,242,88.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00804,RECOVERY,13,2019-07-15,2020-07-09,3D,1,85,275.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00805,MULTI_FACTOR_DELAY,15,2022-12-07,2024-01-31,3A,1,255,165.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00806,RNR_DELAY,13,2019-12-17,2020-12-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00807,NORMAL,14,2024-05-28,2025-06-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00808,NORMAL,8,2020-10-11,2021-05-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00809,NORMAL,12,2025-07-26,2026-06-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00810,NORMAL,8,2023-04-03,2023-10-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00811,LEGAL_DELAY,14,2021-01-05,2022-01-30,3D,1,228,162.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00812,ADMINISTRATIVE_BOTTLENECK,12,2023-09-12,2024-08-07,3D,1,172,158.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00813,RNR_DELAY,9,2025-08-31,2026-04-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00814,MULTI_FACTOR_DELAY,13,2023-06-18,2024-06-12,3A,1,112,248.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00815,NORMAL,8,2019-06-01,2019-12-28,3D,1,130,80.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00816,ADMINISTRATIVE_BOTTLENECK,15,2025-10-19,2026-12-13,3D,1,174,246.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00817,RECOVERY,10,2020-06-02,2021-02-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00818,NORMAL,15,2025-07-07,2026-08-31,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00819,ADMINISTRATIVE_BOTTLENECK,12,2021-07-16,2022-06-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00820,DOCUMENTATION_DELAY,15,2020-01-15,2021-03-10,3D,1,212,208.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00821,COMPENSATION_DELAY,14,2021-06-22,2022-07-17,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00822,NORMAL,15,2024-07-09,2025-09-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00823,RNR_DELAY,10,2020-11-01,2021-07-29,3D,1,103,167.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00824,MULTI_FACTOR_DELAY,15,2022-11-26,2024-01-20,3A,1,241,179.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00825,COMPENSATION_DELAY,14,2024-12-12,2026-01-06,3D,1,110,280.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00826,NORMAL,9,2022-12-24,2023-08-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00827,NORMAL,15,2025-01-01,2026-02-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00828,RECOVERY,15,2019-05-29,2020-07-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00829,NORMAL,13,2021-11-10,2022-11-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00830,NORMAL,8,2024-01-20,2024-08-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00831,RECOVERY,11,2019-04-04,2020-01-29,3D,1,158,142.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00832,COMPENSATION_DELAY,13,2023-07-02,2024-06-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00833,MULTI_FACTOR_DELAY,15,2022-10-21,2023-12-15,3A,1,108,312.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00834,ADMINISTRATIVE_BOTTLENECK,12,2024-05-11,2025-04-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00835,DOCUMENTATION_DELAY,8,2023-02-04,2023-09-02,3D,1,123,87.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00836,ADMINISTRATIVE_BOTTLENECK,8,2024-03-12,2024-10-08,3D,1,73,137.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00837,ADMINISTRATIVE_BOTTLENECK,13,2019-08-27,2020-08-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00838,NORMAL,8,2019-12-15,2020-07-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00839,NORMAL,12,2022-10-08,2023-09-03,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00840,COMPENSATION_DELAY,12,2024-12-12,2025-11-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00841,NORMAL,15,2024-08-20,2025-10-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00842,DOCUMENTATION_DELAY,15,2022-09-04,2023-10-29,3D,1,165,255.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00843,DOCUMENTATION_DELAY,13,2020-12-15,2021-12-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00844,RNR_DELAY,12,2021-11-28,2022-10-24,3D,1,154,176.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00845,MULTI_FACTOR_DELAY,11,2023-02-06,2023-12-03,3A,1,159,141.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00846,NORMAL,10,2024-06-16,2025-03-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00847,NORMAL,9,2024-07-23,2025-03-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00848,RECOVERY,12,2020-06-25,2021-05-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00849,NORMAL,15,2021-08-22,2022-10-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00850,COMPENSATION_DELAY,13,2021-11-16,2022-11-11,3D,1,140,220.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00851,NORMAL,8,2020-02-16,2020-09-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00852,MULTI_FACTOR_DELAY,11,2025-07-16,2026-05-12,3A,1,186,114.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00853,NORMAL,9,2020-08-22,2021-04-19,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00854,NORMAL,15,2020-03-12,2021-05-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00855,ADMINISTRATIVE_BOTTLENECK,11,2021-05-21,2022-03-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00856,RECOVERY,8,2020-10-15,2021-05-13,3D,1,31,179.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00857,NORMAL,8,2023-07-30,2024-02-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00858,ADMINISTRATIVE_BOTTLENECK,8,2022-08-05,2023-03-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00859,DOCUMENTATION_DELAY,12,2020-10-05,2021-08-31,3D,1,127,203.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00860,DOCUMENTATION_DELAY,8,2022-05-26,2022-12-22,3D,1,69,141.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00861,NORMAL,9,2020-07-07,2021-03-04,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00862,NORMAL,11,2022-05-17,2023-03-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00863,ADMINISTRATIVE_BOTTLENECK,14,2021-01-09,2022-02-03,3D,1,147,243.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00864,LEGAL_DELAY,8,2024-12-28,2025-07-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00865,COMPENSATION_DELAY,15,2021-12-13,2023-02-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00866,NORMAL,10,2023-06-04,2024-02-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00867,RECOVERY,8,2025-04-14,2025-11-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00868,ADMINISTRATIVE_BOTTLENECK,12,2020-12-30,2021-11-25,3D,1,177,153.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00869,RECOVERY,13,2020-01-06,2020-12-31,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00870,NORMAL,11,2020-11-08,2021-09-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00871,ADMINISTRATIVE_BOTTLENECK,9,2024-11-15,2025-07-13,3D,1,81,159.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00872,RNR_DELAY,15,2019-04-30,2020-06-23,3D,1,185,235.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00873,NORMAL,9,2025-09-07,2026-05-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00874,RNR_DELAY,9,2023-10-09,2024-06-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00875,NORMAL,15,2019-10-12,2020-12-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00876,MULTI_FACTOR_DELAY,9,2020-06-07,2021-02-02,3A,1,120,120.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00877,NORMAL,9,2022-10-22,2023-06-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00878,LEGAL_DELAY,14,2019-06-01,2020-06-25,3D,1,290,100.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00879,NORMAL,14,2022-03-15,2023-04-09,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00880,NORMAL,14,2021-02-08,2022-03-05,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00881,NORMAL,10,2023-08-07,2024-05-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00882,NORMAL,14,2021-04-05,2022-04-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00883,MULTI_FACTOR_DELAY,12,2021-03-23,2022-02-16,3A,1,192,138.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00884,NORMAL,14,2020-11-09,2021-12-04,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00885,ADMINISTRATIVE_BOTTLENECK,15,2024-10-05,2025-11-29,3D,1,259,161.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00886,NORMAL,15,2025-01-18,2026-03-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00887,NORMAL,15,2020-05-16,2021-07-10,3D,1,259,161.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00888,RNR_DELAY,14,2021-09-16,2022-10-11,3D,1,146,244.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00889,COMPENSATION_DELAY,15,2024-12-06,2026-01-30,3D,1,98,322.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00890,RNR_DELAY,14,2019-09-16,2020-10-10,3D,1,125,265.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00891,RNR_DELAY,15,2020-04-26,2021-06-20,3D,1,231,189.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00892,LEGAL_DELAY,14,2024-03-03,2025-03-28,3D,1,250,140.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00893,RECOVERY,10,2025-05-08,2026-02-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00894,NORMAL,12,2025-02-19,2026-01-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00895,COMPENSATION_DELAY,11,2023-02-20,2023-12-17,3D,1,154,146.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00896,ADMINISTRATIVE_BOTTLENECK,12,2020-08-26,2021-07-22,3D,1,79,251.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00897,NORMAL,12,2020-06-18,2021-05-14,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00898,LEGAL_DELAY,11,2021-10-21,2022-08-17,3D,1,199,101.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00899,NORMAL,15,2020-12-21,2022-02-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00900,RNR_DELAY,9,2021-06-23,2022-02-18,3D,1,38,202.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
